id,firstName,lastName,dates,marketValue
351796,robert,dadok,2015-03-04,50000
351796,robert,dadok,2015-06-29,50000
351796,robert,dadok,2016-09-03,50000
351796,robert,dadok,2017-03-01,50000
351796,robert,dadok,2017-08-15,50000
351796,robert,dadok,2018-01-24,50000
351796,robert,dadok,2018-07-02,50000
351796,robert,dadok,2018-12-31,0
351796,robert,dadok,2020-02-27,25000
351796,robert,dadok,2020-08-26,200000
351796,robert,dadok,2021-01-18,150000
351796,robert,dadok,2021-05-20,250000
351796,robert,dadok,2021-12-30,500000
351796,robert,dadok,2022-04-06,650000
351796,robert,dadok,2022-06-13,650000
351796,robert,dadok,2022-11-15,650000
