season,date,sourceTeam,destTeam,marketValue,price
21/22,2021-07-01,Slask Wroclaw,Jagiellonia,500000,free transfer
19/20,2019-07-01,Recr. Huelva,Slask Wroclaw,300000,free transfer
18/19,2018-08-07,CD Mirandés,Recr. Huelva,250000,free transfer
17/18,2017-07-20,Racing,CD Mirandés,200000,free transfer
16/17,2016-11-21,Without Club,Racing,300000,0
16/17,2016-07-01,CD Lugo,Without Club,400000,0
14/15,2015-03-05,Villarreal CF B,CD Lugo,0,0
14/15,2014-07-01,Sevilla Atl.,Villarreal CF B,500000,free transfer
10/11,2010-07-01,Sevilla FC U19,Sevilla Atl.,0,0
